County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
35 - San Benito,6/4/2015,In Construction,$14008205.00,3,
35 - San Benito,6/4/2015,In Closure,$250000.00,1,
36 - San Bernardino,6/4/2015,In Review,$656389335.00,77,
36 - San Bernardino,6/4/2015,Pending Construction,$10004840.00,67,
36 - San Bernardino,6/4/2015,In Construction,$182734307.00,128,
36 - San Bernardino,6/4/2015,In Closure,$31645965.00,72,
37 - San Diego,6/4/2015,In Review,$76421666.00,124,
37 - San Diego,6/4/2015,Pending Construction,$37156260.00,108,
37 - San Diego,6/4/2015,In Construction,$1057149127.00,246,
37 - San Diego,6/4/2015,In Closure,$90191355.00,187,
38 - San Francisco,6/4/2015,In Review,$780815367.00,68,Bay Area Counties
38 - San Francisco,6/4/2015,Pending Construction,$25582016.00,51,Bay Area Counties
38 - San Francisco,6/4/2015,In Construction,$1395231261.00,129,Bay Area Counties
38 - San Francisco,6/4/2015,In Closure,$62513060.00,24,Bay Area Counties
39 - San Joaquin,6/4/2015,In Review,$36475091.00,31,
39 - San Joaquin,6/4/2015,Pending Construction,$4695586.00,23,
39 - San Joaquin,6/4/2015,In Construction,$12311801.00,49,
39 - San Joaquin,6/4/2015,In Closure,$9849993.00,12,
40 - San Luis Obispo,6/4/2015,In Review,$1956486.00,11,
40 - San Luis Obispo,6/4/2015,Pending Construction,$297000.00,10,
40 - San Luis Obispo,6/4/2015,In Construction,$3703334.00,16,
40 - San Luis Obispo,6/4/2015,In Closure,$7669195.00,17,
41 - San Mateo,6/4/2015,In Review,$82239150.00,38,Bay Area Counties
41 - San Mateo,6/4/2015,Pending Construction,$146781935.00,25,Bay Area Counties
41 - San Mateo,6/4/2015,In Construction,$107029322.00,34,Bay Area Counties
41 - San Mateo,6/4/2015,In Closure,$41690505.00,18,Bay Area Counties
42 - Santa Barbara,6/4/2015,In Review,$14749925.00,23,
42 - Santa Barbara,6/4/2015,Pending Construction,$8147910.00,20,
42 - Santa Barbara,6/4/2015,In Construction,$373997552.00,53,
42 - Santa Barbara,6/4/2015,In Closure,$82819592.00,22,
43 - Santa Clara,6/4/2015,In Review,$252443312.00,90,Bay Area Counties
43 - Santa Clara,6/4/2015,Pending Construction,$24983367.00,56,Bay Area Counties
43 - Santa Clara,6/4/2015,In Construction,$1704880026.00,130,Bay Area Counties
43 - Santa Clara,6/4/2015,In Closure,$184031934.00,43,Bay Area Counties
44 - Santa Cruz,6/4/2015,In Review,$1163257.00,10,
44 - Santa Cruz,6/4/2015,Pending Construction,$141026.00,3,
44 - Santa Cruz,6/4/2015,In Construction,$11503689.00,14,
44 - Santa Cruz,6/4/2015,In Closure,$388269.00,4,
45 - Shasta,6/4/2015,In Review,$22756835.00,15,
45 - Shasta,6/4/2015,Pending Construction,$1786530.00,16,
45 - Shasta,6/4/2015,In Construction,$8454539.00,26,
45 - Shasta,6/4/2015,In Closure,$3831298.00,9,
46 - Sierra,6/4/2015,In Review,$0.00,0,
46 - Sierra,6/4/2015,Pending Construction,$0.00,0,
46 - Sierra,6/4/2015,In Construction,$0.00,0,
46 - Sierra,6/4/2015,In Closure,$0.00,0,
47 - Siskiyou,6/4/2015,In Review,$1794000.00,5,
47 - Siskiyou,6/4/2015,Pending Construction,$997307.00,6,
47 - Siskiyou,6/4/2015,In Construction,$896008.00,8,
47 - Siskiyou,6/4/2015,In Closure,$181064.00,4,
48 - Solano,6/4/2015,In Review,$59849008.00,22,Bay Area Counties
48 - Solano,6/4/2015,Pending Construction,$1305586.00,10,Bay Area Counties
48 - Solano,6/4/2015,In Construction,$45664813.00,31,Bay Area Counties
48 - Solano,6/4/2015,In Closure,$5036030.00,12,Bay Area Counties
49 - Sonoma,6/4/2015,In Review,$6794969.00,26,Bay Area Counties
49 - Sonoma,6/4/2015,Pending Construction,$2147134.00,18,Bay Area Counties
49 - Sonoma,6/4/2015,In Construction,$13370525.00,53,Bay Area Counties
49 - Sonoma,6/4/2015,In Closure,$133487973.00,24,Bay Area Counties
50 - Stanislaus,6/4/2015,In Review,$9736028.00,17,
50 - Stanislaus,6/4/2015,Pending Construction,$5675397.00,27,
50 - Stanislaus,6/4/2015,In Construction,$26394867.00,37,
50 - Stanislaus,6/4/2015,In Closure,$10836894.00,20,
51 - Sutter,6/4/2015,In Review,$0.00,1,
51 - Sutter,6/4/2015,Pending Construction,$12666000.00,2,
51 - Sutter,6/4/2015,In Construction,$280767.00,2,
51 - Sutter,6/4/2015,In Closure,$0.00,0,
52 - Tehama,6/4/2015,In Review,$489636.00,3,
52 - Tehama,6/4/2015,Pending Construction,$53075.00,2,
52 - Tehama,6/4/2015,In Construction,$2501752.00,10,
52 - Tehama,6/4/2015,In Closure,$0.00,0,
53 - Trinity,6/4/2015,In Review,$178200.00,4,
53 - Trinity,6/4/2015,Pending Construction,$258500.00,2,
53 - Trinity,6/4/2015,In Construction,$1496842.00,2,
53 - Trinity,6/4/2015,In Closure,$0.00,0,
54 - Tulare,6/4/2015,In Review,$29329800.00,12,
54 - Tulare,6/4/2015,Pending Construction,$584000.00,8,
54 - Tulare,6/4/2015,In Construction,$79606747.00,23,
54 - Tulare,6/4/2015,In Closure,$866703.00,7,
55 - Tuolumne,6/4/2015,In Review,$1405127.00,1,
55 - Tuolumne,6/4/2015,Pending Construction,$0.00,0,
55 - Tuolumne,6/4/2015,In Construction,$422961.00,3,
55 - Tuolumne,6/4/2015,In Closure,$525364.00,3,
56 - Ventura,6/4/2015,In Review,$88477372.00,46,Greater Los Angeles Counties
56 - Ventura,6/4/2015,Pending Construction,$15361165.00,41,Greater Los Angeles Counties
56 - Ventura,6/4/2015,In Construction,$569775341.00,98,Greater Los Angeles Counties
56 - Ventura,6/4/2015,In Closure,$39575172.00,37,Greater Los Angeles Counties
57 - Yolo,6/4/2015,In Review,$2687305.00,9,Greater Sacramento Counties
57 - Yolo,6/4/2015,Pending Construction,$323071.00,7,Greater Sacramento Counties
57 - Yolo,6/4/2015,In Construction,$4898924.00,14,Greater Sacramento Counties
57 - Yolo,6/4/2015,In Closure,$940236.00,2,Greater Sacramento Counties
58 - Yuba,6/4/2015,In Review,$5300000.00,3,
58 - Yuba,6/4/2015,Pending Construction,$46095275.00,4,
58 - Yuba,6/4/2015,In Construction,$94851513.00,6,
58 - Yuba,6/4/2015,In Closure,$239311.00,3,
01 - Alameda,6/18/2015,In Review,$158060076.00,56,Bay Area Counties
01 - Alameda,6/18/2015,Pending Construction,$55007084.00,128,Bay Area Counties
01 - Alameda,6/18/2015,In Construction,$620864703.00,146,Bay Area Counties
01 - Alameda,6/18/2015,In Closure,$1297882951.00,117,Bay Area Counties
02 - Alpine,6/18/2015,In Review,$0.00,0,
02 - Alpine,6/18/2015,Pending Construction,$0.00,0,
02 - Alpine,6/18/2015,In Construction,$0.00,0,
02 - Alpine,6/18/2015,In Closure,$0.00,0,
03 - Amador,6/18/2015,In Review,$6000.00,1,
03 - Amador,6/18/2015,Pending Construction,$68225.00,2,
03 - Amador,6/18/2015,In Construction,$3850131.00,4,
03 - Amador,6/18/2015,In Closure,$740744.00,6,
04 - Butte,6/18/2015,In Review,$3276470.00,8,
04 - Butte,6/18/2015,Pending Construction,$4437355.00,11,
04 - Butte,6/18/2015,In Construction,$3626454.00,16,
04 - Butte,6/18/2015,In Closure,$106292571.00,2,
05 - Calaveras,6/18/2015,In Review,$0.00,0,
05 - Calaveras,6/18/2015,Pending Construction,$0.00,0,
05 - Calaveras,6/18/2015,In Construction,$503577.00,4,
05 - Calaveras,6/18/2015,In Closure,$3202.00,1,
06 - Colusa,6/18/2015,In Review,$0.00,0,
06 - Colusa,6/18/2015,Pending Construction,$0.00,0,
06 - Colusa,6/18/2015,In Construction,$146603.00,2,
06 - Colusa,6/18/2015,In Closure,$58957.00,2,
07 - Contra Costa,6/18/2015,In Review,$33207722.00,38,Bay Area Counties
07 - Contra Costa,6/18/2015,Pending Construction,$18731802.00,39,Bay Area Counties
07 - Contra Costa,6/18/2015,In Construction,$24147867.00,56,Bay Area Counties
07 - Contra Costa,6/18/2015,In Closure,$16619440.00,28,Bay Area Counties
08 - Del Norte,6/18/2015,In Review,$2275000.00,4,
08 - Del Norte,6/18/2015,Pending Construction,$14000.00,2,
08 - Del Norte,6/18/2015,In Construction,$1203962.00,2,
08 - Del Norte,6/18/2015,In Closure,$0.00,0,
09 - El Dorado,6/18/2015,In Review,$8591234.00,8,Greater Sacramento Counties
09 - El Dorado,6/18/2015,Pending Construction,$3503000.00,2,Greater Sacramento Counties
09 - El Dorado,6/18/2015,In Construction,$7772280.00,10,Greater Sacramento Counties
09 - El Dorado,6/18/2015,In Closure,$33600918.00,4,Greater Sacramento Counties
10 - Fresno,6/18/2015,In Review,$37533065.00,22,
10 - Fresno,6/18/2015,Pending Construction,$12508392.00,29,
10 - Fresno,6/18/2015,In Construction,$79085946.00,85,
10 - Fresno,6/18/2015,In Closure,$195917601.00,58,
11 - Glenn,6/18/2015,In Review,$12912075.00,1,
11 - Glenn,6/18/2015,Pending Construction,$50000.00,1,
11 - Glenn,6/18/2015,In Construction,$284685.00,1,
11 - Glenn,6/18/2015,In Closure,$50000.00,1,
12 - Humboldt,6/18/2015,In Review,$12199500.00,8,
12 - Humboldt,6/18/2015,Pending Construction,$317000.00,4,
12 - Humboldt,6/18/2015,In Construction,$88824575.00,13,
12 - Humboldt,6/18/2015,In Closure,$1097779.00,6,
13 - Imperial,6/18/2015,In Review,$535000.00,4,
13 - Imperial,6/18/2015,Pending Construction,$20359000.00,3,
13 - Imperial,6/18/2015,In Construction,$8856458.00,9,
13 - Imperial,6/18/2015,In Closure,$240375.00,3,
14 - Inyo,6/18/2015,In Review,$30000.00,1,
14 - Inyo,6/18/2015,Pending Construction,$0.00,0,
14 - Inyo,6/18/2015,In Construction,$49196.00,2,
14 - Inyo,6/18/2015,In Closure,$50000.00,2,
15 - Kern,6/18/2015,In Review,$12350871.00,26,
15 - Kern,6/18/2015,Pending Construction,$1916326.00,16,
15 - Kern,6/18/2015,In Construction,$58998791.00,31,
15 - Kern,6/18/2015,In Closure,$15766934.00,20,
16 - Kings,6/18/2015,In Review,$0.00,0,
16 - Kings,6/18/2015,Pending Construction,$65000.00,2,
16 - Kings,6/18/2015,In Construction,$28255428.00,2,
16 - Kings,6/18/2015,In Closure,$344252.00,8,
17 - Lake,6/18/2015,In Review,$2106374.00,4,
17 - Lake,6/18/2015,Pending Construction,$230000.00,2,
17 - Lake,6/18/2015,In Construction,$11322124.00,10,
17 - Lake,6/18/2015,In Closure,$2157791.00,10,
18 - Lassen,6/18/2015,In Review,$0.00,0,
18 - Lassen,6/18/2015,Pending Construction,$1897600.00,8,
18 - Lassen,6/18/2015,In Construction,$918900.00,8,
18 - Lassen,6/18/2015,In Closure,$280956.00,2,
19 - Los Angeles,6/18/2015,In Review,$577051596.00,560,Greater Los Angeles Counties
19 - Los Angeles,6/18/2015,Pending Construction,$217894491.00,498,Greater Los Angeles Counties
19 - Los Angeles,6/18/2015,In Construction,$869947093.00,865,Greater Los Angeles Counties
19 - Los Angeles,6/18/2015,In Closure,$1258690644.00,581,Greater Los Angeles Counties
20 - Madera,6/18/2015,In Review,$5786257.00,9,
20 - Madera,6/18/2015,Pending Construction,$1016155.00,8,
20 - Madera,6/18/2015,In Construction,$4776957.00,18,
20 - Madera,6/18/2015,In Closure,$800895.00,12,
21 - Marin,6/18/2015,In Review,$213569543.00,27,Bay Area Counties
21 - Marin,6/18/2015,Pending Construction,$4091541.00,15,Bay Area Counties
21 - Marin,6/18/2015,In Construction,$32806699.00,21,Bay Area Counties
21 - Marin,6/18/2015,In Closure,$3128938.00,16,Bay Area Counties
22 - Mariposa,6/18/2015,In Review,$198686.00,1,
22 - Mariposa,6/18/2015,Pending Construction,$0.00,0,
22 - Mariposa,6/18/2015,In Construction,$163850.00,1,
22 - Mariposa,6/18/2015,In Closure,$0.00,0,
23 - Mendocino,6/18/2015,In Review,$570044.00,14,
23 - Mendocino,6/18/2015,Pending Construction,$175750.00,8,
23 - Mendocino,6/18/2015,In Construction,$59089154.00,23,
23 - Mendocino,6/18/2015,In Closure,$686217.00,6,
24 - Merced,6/18/2015,In Review,$120266.00,6,
24 - Merced,6/18/2015,Pending Construction,$408000.00,6,
24 - Merced,6/18/2015,In Construction,$13237524.00,9,
24 - Merced,6/18/2015,In Closure,$443097.00,3,
25 - Modoc,6/18/2015,In Review,$0.00,0,
25 - Modoc,6/18/2015,Pending Construction,$0.00,0,
25 - Modoc,6/18/2015,In Construction,$0.00,0,
25 - Modoc,6/18/2015,In Closure,$0.00,0,
26 - Mono,6/18/2015,In Review,$95397.00,1,
26 - Mono,6/18/2015,Pending Construction,$60000.00,1,
26 - Mono,6/18/2015,In Construction,$22398.00,4,
26 - Mono,6/18/2015,In Closure,$0.00,0,
27 - Monterey,6/18/2015,In Review,$19284257.00,23,
27 - Monterey,6/18/2015,Pending Construction,$1704995.00,11,
27 - Monterey,6/18/2015,In Construction,$35390775.00,11,
27 - Monterey,6/18/2015,In Closure,$0.00,0,
28 - Napa,6/18/2015,In Review,$3011014.00,23,Bay Area Counties
28 - Napa,6/18/2015,Pending Construction,$147140.00,5,Bay Area Counties
28 - Napa,6/18/2015,In Construction,$35033077.00,19,Bay Area Counties
28 - Napa,6/18/2015,In Closure,$48511258.00,9,Bay Area Counties
29 - Nevada,6/18/2015,In Review,$4812200.00,6,
29 - Nevada,6/18/2015,Pending Construction,$1100000.00,3,
29 - Nevada,6/18/2015,In Construction,$47641849.00,23,
29 - Nevada,6/18/2015,In Closure,$8666898.00,8,
30 - Orange,6/18/2015,In Review,$42004511.00,74,Greater Los Angeles Counties
30 - Orange,6/18/2015,Pending Construction,$19293554.00,80,Greater Los Angeles Counties
30 - Orange,6/18/2015,In Construction,$124127167.00,195,Greater Los Angeles Counties
30 - Orange,6/18/2015,In Closure,$82728626.00,181,Greater Los Angeles Counties
31 - Placer,6/18/2015,In Review,$8213567.00,20,Greater Sacramento Counties
31 - Placer,6/18/2015,Pending Construction,$1127657.00,12,Greater Sacramento Counties
31 - Placer,6/18/2015,In Construction,$22804182.00,32,Greater Sacramento Counties
31 - Placer,6/18/2015,In Closure,$60365336.00,18,Greater Sacramento Counties
32 - Plumas,6/18/2015,In Review,$113118.00,2,
32 - Plumas,6/18/2015,Pending Construction,$102437.00,5,
32 - Plumas,6/18/2015,In Construction,$76962.00,2,
32 - Plumas,6/18/2015,In Closure,$0.00,0,
33 - Riverside,6/18/2015,In Review,$217140232.00,87,
33 - Riverside,6/18/2015,Pending Construction,$246068234.00,71,
33 - Riverside,6/18/2015,In Construction,$146518766.00,131,
33 - Riverside,6/18/2015,In Closure,$21644163.00,78,
34 - Sacramento,6/18/2015,In Review,$93678385.00,71,Greater Sacramento Counties
34 - Sacramento,6/18/2015,Pending Construction,$104353798.00,48,Greater Sacramento Counties
34 - Sacramento,6/18/2015,In Construction,$281465041.00,134,Greater Sacramento Counties
34 - Sacramento,6/18/2015,In Closure,$118156075.00,47,Greater Sacramento Counties
35 - San Benito,6/18/2015,In Review,$103388.00,1,
35 - San Benito,6/18/2015,Pending Construction,$205414.00,3,
35 - San Benito,6/18/2015,In Construction,$14008205.00,3,
35 - San Benito,6/18/2015,In Closure,$250000.00,1,
36 - San Bernardino,6/18/2015,In Review,$656507835.00,81,
36 - San Bernardino,6/18/2015,Pending Construction,$8220212.00,60,
36 - San Bernardino,6/18/2015,In Construction,$185331345.00,136,
36 - San Bernardino,6/18/2015,In Closure,$29642048.00,69,
37 - San Diego,6/18/2015,In Review,$53187453.00,112,
37 - San Diego,6/18/2015,Pending Construction,$60309381.00,117,
37 - San Diego,6/18/2015,In Construction,$1038150815.00,238,
37 - San Diego,6/18/2015,In Closure,$110995065.00,202,
38 - San Francisco,6/18/2015,In Review,$779665111.00,61,Bay Area Counties
38 - San Francisco,6/18/2015,Pending Construction,$24802878.00,52,Bay Area Counties
38 - San Francisco,6/18/2015,In Construction,$1376924343.00,125,Bay Area Counties
38 - San Francisco,6/18/2015,In Closure,$93437449.00,26,Bay Area Counties
39 - San Joaquin,6/18/2015,In Review,$35818091.00,29,
39 - San Joaquin,6/18/2015,Pending Construction,$5352586.00,25,
39 - San Joaquin,6/18/2015,In Construction,$12319260.00,49,
39 - San Joaquin,6/18/2015,In Closure,$9849993.00,12,
40 - San Luis Obispo,6/18/2015,In Review,$1966486.00,11,
40 - San Luis Obispo,6/18/2015,Pending Construction,$334000.00,10,
40 - San Luis Obispo,6/18/2015,In Construction,$3711584.00,16,
40 - San Luis Obispo,6/18/2015,In Closure,$7677195.00,18,
41 - San Mateo,6/18/2015,In Review,$82627892.00,37,Bay Area Counties
41 - San Mateo,6/18/2015,Pending Construction,$146984176.00,27,Bay Area Counties
41 - San Mateo,6/18/2015,In Construction,$106788870.00,35,Bay Area Counties
41 - San Mateo,6/18/2015,In Closure,$41791355.00,19,Bay Area Counties
42 - Santa Barbara,6/18/2015,In Review,$14990843.00,22,
42 - Santa Barbara,6/18/2015,Pending Construction,$9131333.00,23,
42 - Santa Barbara,6/18/2015,In Construction,$373998552.00,53,
42 - Santa Barbara,6/18/2015,In Closure,$82819592.00,22,
43 - Santa Clara,6/18/2015,In Review,$250751345.00,87,Bay Area Counties
43 - Santa Clara,6/18/2015,Pending Construction,$25081505.00,53,Bay Area Counties
43 - Santa Clara,6/18/2015,In Construction,$1706944312.00,133,Bay Area Counties
43 - Santa Clara,6/18/2015,In Closure,$184315264.00,44,Bay Area Counties
44 - Santa Cruz,6/18/2015,In Review,$1821257.00,9,
44 - Santa Cruz,6/18/2015,Pending Construction,$283026.00,5,
44 - Santa Cruz,6/18/2015,In Construction,$11511689.00,14,
44 - Santa Cruz,6/18/2015,In Closure,$388269.00,4,
45 - Shasta,6/18/2015,In Review,$22815435.00,14,
45 - Shasta,6/18/2015,Pending Construction,$1845930.00,17,
45 - Shasta,6/18/2015,In Construction,$8509541.00,27,
45 - Shasta,6/18/2015,In Closure,$3808587.00,8,
46 - Sierra,6/18/2015,In Review,$0.00,0,
46 - Sierra,6/18/2015,Pending Construction,$0.00,0,
46 - Sierra,6/18/2015,In Construction,$0.00,0,
46 - Sierra,6/18/2015,In Closure,$0.00,0,
47 - Siskiyou,6/18/2015,In Review,$1839000.00,6,
47 - Siskiyou,6/18/2015,Pending Construction,$997307.00,6,
47 - Siskiyou,6/18/2015,In Construction,$896008.00,8,
47 - Siskiyou,6/18/2015,In Closure,$181064.00,4,
48 - Solano,6/18/2015,In Review,$60058292.00,23,Bay Area Counties
48 - Solano,6/18/2015,Pending Construction,$1294421.00,11,Bay Area Counties
48 - Solano,6/18/2015,In Construction,$45746877.00,32,Bay Area Counties
48 - Solano,6/18/2015,In Closure,$4886452.00,10,Bay Area Counties
49 - Sonoma,6/18/2015,In Review,$6125736.00,28,Bay Area Counties
49 - Sonoma,6/18/2015,Pending Construction,$2875134.00,20,Bay Area Counties
49 - Sonoma,6/18/2015,In Construction,$13629525.00,55,Bay Area Counties
49 - Sonoma,6/18/2015,In Closure,$133277981.00,23,Bay Area Counties
50 - Stanislaus,6/18/2015,In Review,$9747789.00,18,
50 - Stanislaus,6/18/2015,Pending Construction,$4057136.00,25,
50 - Stanislaus,6/18/2015,In Construction,$28263498.00,40,
50 - Stanislaus,6/18/2015,In Closure,$10868434.00,21,
51 - Sutter,6/18/2015,In Review,$0.00,1,
51 - Sutter,6/18/2015,Pending Construction,$12666000.00,2,
51 - Sutter,6/18/2015,In Construction,$280767.00,2,
51 - Sutter,6/18/2015,In Closure,$0.00,0,
52 - Tehama,6/18/2015,In Review,$548636.00,3,
52 - Tehama,6/18/2015,Pending Construction,$94075.00,3,
52 - Tehama,6/18/2015,In Construction,$2501752.00,10,
52 - Tehama,6/18/2015,In Closure,$0.00,0,
53 - Trinity,6/18/2015,In Review,$178200.00,4,
53 - Trinity,6/18/2015,Pending Construction,$258500.00,2,
53 - Trinity,6/18/2015,In Construction,$1496842.00,2,
53 - Trinity,6/18/2015,In Closure,$0.00,0,
54 - Tulare,6/18/2015,In Review,$28824000.00,11,
54 - Tulare,6/18/2015,Pending Construction,$1089800.00,9,
54 - Tulare,6/18/2015,In Construction,$79606747.00,23,
54 - Tulare,6/18/2015,In Closure,$866703.00,7,
55 - Tuolumne,6/18/2015,In Review,$1405127.00,1,
55 - Tuolumne,6/18/2015,Pending Construction,$0.00,0,
55 - Tuolumne,6/18/2015,In Construction,$422961.00,3,
55 - Tuolumne,6/18/2015,In Closure,$525364.00,3,
56 - Ventura,6/18/2015,In Review,$88522372.00,47,Greater Los Angeles Counties
56 - Ventura,6/18/2015,Pending Construction,$15361165.00,41,Greater Los Angeles Counties
56 - Ventura,6/18/2015,In Construction,$568062412.00,97,Greater Los Angeles Counties
56 - Ventura,6/18/2015,In Closure,$38866514.00,31,Greater Los Angeles Counties
57 - Yolo,6/18/2015,In Review,$2592341.00,7,Greater Sacramento Counties
57 - Yolo,6/18/2015,Pending Construction,$363071.00,8,Greater Sacramento Counties
57 - Yolo,6/18/2015,In Construction,$4719924.00,12,Greater Sacramento Counties
57 - Yolo,6/18/2015,In Closure,$1281816.00,4,Greater Sacramento Counties
58 - Yuba,6/18/2015,In Review,$5300000.00,3,
58 - Yuba,6/18/2015,Pending Construction,$46095275.00,4,
58 - Yuba,6/18/2015,In Construction,$94849013.00,5,
58 - Yuba,6/18/2015,In Closure,$180989.00,2,
01 - Alameda,7/2/2015,In Review,$158807794.00,62,Bay Area Counties
01 - Alameda,7/2/2015,Pending Construction,$54625742.00,122,Bay Area Counties
01 - Alameda,7/2/2015,In Construction,$618935027.00,144,Bay Area Counties
01 - Alameda,7/2/2015,In Closure,$728983039.00,111,Bay Area Counties
02 - Alpine,7/2/2015,In Review,$0.00,0,
02 - Alpine,7/2/2015,Pending Construction,$0.00,0,
02 - Alpine,7/2/2015,In Construction,$0.00,0,
02 - Alpine,7/2/2015,In Closure,$0.00,0,
03 - Amador,7/2/2015,In Review,$181000.00,2,
03 - Amador,7/2/2015,Pending Construction,$68225.00,2,
03 - Amador,7/2/2015,In Construction,$3850131.00,4,
03 - Amador,7/2/2015,In Closure,$740744.00,6,
04 - Butte,7/2/2015,In Review,$3276470.00,8,
04 - Butte,7/2/2015,Pending Construction,$4407355.00,10,
04 - Butte,7/2/2015,In Construction,$3621954.00,15,
04 - Butte,7/2/2015,In Closure,$106296871.00,3,
05 - Calaveras,7/2/2015,In Review,$0.00,0,
05 - Calaveras,7/2/2015,Pending Construction,$0.00,0,
05 - Calaveras,7/2/2015,In Construction,$503577.00,4,
